width = 1950.000000
height = 1290.000000
2320.000000	2606.000000	3683.000000	
2293.000000	2314.000000	3381.000000	
2347.000000	2318.000000	3370.000000	
2309.000000	2287.000000	3539.000000	
2465.000000	2401.000000	3709.000000	
2596.000000	2288.000000	3397.000000	
2660.000000	2301.000000	3310.000000	
2560.000000	2516.000000	3280.000000	
2865.000000	2704.000000	3315.000000	
2702.000000	2706.000000	3276.000000	
3110.000000	2855.000000	3194.000000	
3206.000000	3000.000000	3067.000000	
3101.000000	3610.000000	2993.000000	
3055.000000	3350.000000	3477.000000	
3124.000000	3111.000000	3711.000000	
3128.000000	3209.000000	3778.000000	
3561.000000	3431.000000	3526.000000	
3488.000000	3746.000000	3659.000000	
4245.000000	3308.000000	3712.000000	
5256.000000	3168.000000	3435.000000	
5469.000000	3106.000000	3698.000000	
5624.000000	3401.000000	4389.000000	
5736.000000	3730.000000	3923.000000	
4987.000000	4326.000000	3784.000000	
4486.000000	4301.000000	4158.000000	
4772.000000	5005.000000	4106.000000	
4940.000000	5368.000000	4157.000000	
4849.000000	5433.000000	4669.000000	
4849.000000	5080.000000	5226.000000	
4878.000000	5035.000000	5145.000000	
4653.000000	5124.000000	6952.000000	
4329.000000	4924.000000	6562.000000	
4553.000000	4859.000000	5686.000000	
4965.000000	4726.000000	4980.000000	
5328.000000	4762.000000	6048.000000	
5323.000000	4840.000000	5399.000000	
4631.000000	5106.000000	4561.000000	
4432.000000	5394.000000	4630.000000	
4760.000000	5922.000000	4377.000000	
4406.000000	5358.000000	4219.000000	
4854.000000	5027.000000	3901.000000	
6934.000000	4704.000000	4025.000000	
6740.000000	5597.000000	4119.000000	
4838.000000	5541.000000	3948.000000	
4025.000000	5032.000000	4106.000000	
4107.000000	4143.000000	4460.000000	
3885.000000	4076.000000	4407.000000	
5174.000000	3695.000000	4041.000000	
6247.000000	3542.000000	3717.000000	
5354.000000	3488.000000	3920.000000	
4338.000000	3758.000000	4177.000000	
4079.000000	4004.000000	4427.000000	
4296.000000	3813.000000	4698.000000	
4364.000000	3907.000000	4215.000000	
5021.000000	4053.000000	3996.000000	
4674.000000	3927.000000	3619.000000	
4698.000000	3971.000000	3822.000000	
4058.000000	4256.000000	4180.000000	
4616.000000	4241.000000	3598.000000	
4432.000000	4455.000000	3700.000000	
4157.000000	4187.000000	3624.000000	
4259.000000	3741.000000	3458.000000	
4140.000000	3790.000000	3261.000000	
3977.000000	3635.000000	3105.000000	
3642.000000	3729.000000	3210.000000	
4147.000000	3975.000000	3177.000000	
3216.000000	4263.000000	3203.000000	
3378.000000	3325.000000	3270.000000	
3531.000000	3097.000000	3223.000000	
3460.000000	3064.000000	3184.000000	
3263.000000	3236.000000	3230.000000	
3349.000000	3250.000000	3340.000000	
3945.000000	3498.000000	3614.000000	
4016.000000	3427.000000	3564.000000	
4017.000000	3341.000000	3743.000000	
3826.000000	3158.000000	3861.000000	
3461.000000	2938.000000	3738.000000	
3676.000000	2983.000000	3873.000000	
3428.000000	3070.000000	3967.000000	
3759.000000	3112.000000	4060.000000	
3864.000000	3352.000000	4085.000000	
3978.000000	3356.000000	4122.000000	
3957.000000	3295.000000	4274.000000	
3806.000000	3368.000000	4450.000000	
3638.000000	4019.000000	5316.000000	
3550.000000	3983.000000	5326.000000	
3821.000000	3931.000000	5261.000000	
4153.000000	3849.000000	5478.000000	
5893.000000	3474.000000	5327.000000	
4950.000000	3445.000000	5183.000000	
6921.000000	3191.000000	5051.000000	
9664.000000	3185.000000	4879.000000	
9920.000000	3341.000000	4893.000000	
14790.000000	3601.000000	4993.000000	
8689.000000	3754.000000	5302.000000	
13359.000000	3873.000000	5472.000000	
6962.000000	3597.000000	5491.000000	
12266.000000	3591.000000	5298.000000	
8228.000000	3548.000000	5467.000000	
8773.000000	3926.000000	5804.000000	
12531.000000	4303.000000	6287.000000	
26233.000000	5035.000000	7001.000000	
30358.000000	6808.000000	7987.000000	
23390.000000	11133.000000	12212.000000	
15624.000000	32024.000000	18397.000000	
26371.000000	85997.000000	34707.000000	
74014.000000	133795.000000	128626.000000	
10116.000000	58437.000000	147166.000000	
min = 0.000000	 max = 255.000000
min = 0.000000	 max = 255.000000
min = 0.000000	 max = 255.000000
4432.000000	
4053.000000	
5250.000000	
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
