width = 1950.000000
height = 1290.000000
3675.000000	636.000000	271.000000	
742.000000	243.000000	153.000000	
857.000000	241.000000	213.000000	
1013.000000	308.000000	383.000000	
1335.000000	346.000000	2308.000000	
1857.000000	408.000000	18864.000000	
8178.000000	517.000000	14171.000000	
6318.000000	2070.000000	29746.000000	
24817.000000	5029.000000	31092.000000	
17619.000000	26924.000000	21775.000000	
25024.000000	11907.000000	20864.000000	
21815.000000	21324.000000	21544.000000	
15434.000000	18631.000000	44077.000000	
24876.000000	7728.000000	54426.000000	
31620.000000	16485.000000	71470.000000	
59607.000000	29139.000000	52547.000000	
59148.000000	50196.000000	48786.000000	
59800.000000	46683.000000	36710.000000	
59249.000000	51589.000000	28932.000000	
49772.000000	43938.000000	44540.000000	
84452.000000	50504.000000	39468.000000	
77601.000000	58772.000000	52282.000000	
77823.000000	72826.000000	32390.000000	
67527.000000	80405.000000	28136.000000	
68153.000000	69143.000000	27252.000000	
47876.000000	62052.000000	23067.000000	
44067.000000	53014.000000	24890.000000	
48026.000000	51859.000000	23944.000000	
37211.000000	41948.000000	22638.000000	
32854.000000	34486.000000	25674.000000	
28755.000000	30690.000000	19434.000000	
23951.000000	30047.000000	20616.000000	
22468.000000	27854.000000	19129.000000	
21699.000000	26336.000000	19572.000000	
19567.000000	24485.000000	18043.000000	
17867.000000	22799.000000	18829.000000	
18388.000000	20747.000000	17474.000000	
19005.000000	20370.000000	16116.000000	
16930.000000	18015.000000	16290.000000	
15364.000000	17898.000000	15973.000000	
13947.000000	17764.000000	16809.000000	
14853.000000	16615.000000	15047.000000	
14021.000000	16642.000000	14822.000000	
15605.000000	17009.000000	13423.000000	
15095.000000	15100.000000	13351.000000	
13300.000000	13951.000000	13213.000000	
12014.000000	16021.000000	13056.000000	
12457.000000	14447.000000	13302.000000	
11856.000000	12793.000000	13761.000000	
12538.000000	12645.000000	12595.000000	
12516.000000	12643.000000	11950.000000	
12800.000000	11327.000000	12080.000000	
11579.000000	10600.000000	12511.000000	
11448.000000	10447.000000	13672.000000	
11355.000000	10097.000000	13706.000000	
10138.000000	9986.000000	11993.000000	
9515.000000	9441.000000	10274.000000	
9241.000000	9316.000000	9630.000000	
9415.000000	8746.000000	8968.000000	
9169.000000	9011.000000	9306.000000	
9096.000000	8894.000000	8868.000000	
9173.000000	8556.000000	8181.000000	
8863.000000	8379.000000	8888.000000	
8165.000000	8217.000000	8396.000000	
8235.000000	8095.000000	8394.000000	
8016.000000	7603.000000	7835.000000	
7637.000000	7822.000000	7331.000000	
7446.000000	7542.000000	6920.000000	
7088.000000	7874.000000	7016.000000	
6960.000000	7741.000000	6995.000000	
6615.000000	7504.000000	6983.000000	
6200.000000	7541.000000	6823.000000	
5898.000000	7602.000000	6201.000000	
5670.000000	7443.000000	6006.000000	
5384.000000	7215.000000	5997.000000	
5293.000000	7055.000000	5711.000000	
5149.000000	7153.000000	5369.000000	
5172.000000	6841.000000	5599.000000	
5139.000000	6760.000000	5607.000000	
4873.000000	6803.000000	5625.000000	
4823.000000	6668.000000	5444.000000	
4732.000000	6538.000000	5620.000000	
4502.000000	6188.000000	5642.000000	
4525.000000	6022.000000	5727.000000	
4243.000000	5824.000000	5597.000000	
4093.000000	5746.000000	5787.000000	
4087.000000	5662.000000	5747.000000	
3929.000000	5645.000000	5716.000000	
3788.000000	5617.000000	5687.000000	
3713.000000	5335.000000	5655.000000	
3687.000000	5301.000000	5620.000000	
3502.000000	5044.000000	5586.000000	
3517.000000	4671.000000	5496.000000	
3466.000000	4790.000000	5509.000000	
3175.000000	4638.000000	5349.000000	
3244.000000	4376.000000	5326.000000	
3224.000000	4357.000000	5434.000000	
3173.000000	4147.000000	5413.000000	
3193.000000	4075.000000	5681.000000	
3208.000000	3932.000000	5618.000000	
3090.000000	3965.000000	5768.000000	
2902.000000	4030.000000	5588.000000	
2720.000000	3868.000000	5349.000000	
2809.000000	3721.000000	5519.000000	
2696.000000	3617.000000	5914.000000	
2633.000000	3737.000000	5910.000000	
2627.000000	3345.000000	5616.000000	
2460.000000	3460.000000	5494.000000	
2463.000000	3265.000000	5375.000000	
2406.000000	3287.000000	5250.000000	
2347.000000	3014.000000	5208.000000	
2426.000000	3005.000000	5189.000000	
2282.000000	2877.000000	5121.000000	
2214.000000	2845.000000	5164.000000	
2268.000000	2959.000000	4941.000000	
2299.000000	2932.000000	4905.000000	
2149.000000	2888.000000	4714.000000	
2077.000000	2789.000000	4640.000000	
2110.000000	2841.000000	4654.000000	
2021.000000	2850.000000	4753.000000	
2000.000000	2893.000000	4711.000000	
1985.000000	2992.000000	4698.000000	
1998.000000	3435.000000	4764.000000	
2011.000000	3192.000000	4540.000000	
2046.000000	3120.000000	4216.000000	
2052.000000	3051.000000	4328.000000	
1996.000000	2818.000000	4335.000000	
1962.000000	2670.000000	4220.000000	
1952.000000	2550.000000	4037.000000	
1872.000000	2592.000000	4019.000000	
1889.000000	2526.000000	3825.000000	
1927.000000	2381.000000	3738.000000	
1948.000000	2354.000000	3672.000000	
1860.000000	2366.000000	3476.000000	
1914.000000	2290.000000	3382.000000	
1993.000000	2390.000000	3238.000000	
2030.000000	2326.000000	3256.000000	
2072.000000	2371.000000	3087.000000	
2224.000000	2474.000000	2889.000000	
2266.000000	2652.000000	2951.000000	
2273.000000	2703.000000	2840.000000	
2218.000000	2538.000000	2912.000000	
2342.000000	2387.000000	2838.000000	
2595.000000	2404.000000	2830.000000	
2741.000000	2434.000000	3082.000000	
2600.000000	2486.000000	3263.000000	
2583.000000	2441.000000	3197.000000	
2493.000000	2671.000000	4010.000000	
